April 4, 2022 at 11:39:50 AM
ONSET PROD LOG FILE
S0018_B15
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
26	26	readRepeat	echolalia	951049.106317166	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
26	26	listen	echolalia	951057.908596541	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
27	27	readRepeat	echolalia	951060.794687666	How do you know my name?	How do you know my name?	0
27	27	listen	echolalia	951064.957301958	How do you know my name?	How do you know my name?	0
28	28	readRepeat	echolalia	951069.695957458	Add the numbers together one by one.	Add the numbers together one by one.	0
28	28	listen	echolalia	951075.082317166	Add the numbers together one by one.	Add the numbers together one by one.	0
29	29	readRepeat	echolalia	951080.895035875	He will allow a rare lie.	He will allow a rare lie.	0
29	29	listen	echolalia	951087.7825335	He will allow a rare lie.	He will allow a rare lie.	0
30	30	readRepeat	echolalia	951095.119723541	John's brother repainted the garage door.	John's brother repainted the garage door.	0
30	30	listen	echolalia	951103.33222175	John's brother repainted the garage door.	John's brother repainted the garage door.	0
31	31	readRepeat	echolalia	951112.157627958	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
31	31	listen	echolalia	951118.557853208	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
32	32	readRepeat	echolalia	951125.503651166	Jane helped her sister with homework.	Jane helped her sister with homework.	0
32	32	listen	echolalia	951131.98286675	Jane helped her sister with homework.	Jane helped her sister with homework.	0
33	33	readRepeat	echolalia	951138.982184458	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
33	33	listen	echolalia	951143.920178541	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
34	34	readRepeat	echolalia	951149.282730791	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
34	34	listen	echolalia	951154.945385166	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
35	35	readRepeat	echolalia	951161.032743541	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
35	35	listen	echolalia	951166.619893125	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
36	36	readRepeat	echolalia	951172.607345458	Pick a prize from the bag.	Pick a prize from the bag.	0
36	36	listen	echolalia	951177.945380125	Pick a prize from the bag.	Pick a prize from the bag.	0
37	37	readRepeat	echolalia	951183.87026575	They all like long hot showers.	They all like long hot showers.	0
37	37	listen	echolalia	951189.92819025	They all like long hot showers.	They all like long hot showers.	0
