July 14, 2022 at 4:40:09 PM
ONSET PROD LOG FILE
S0021_B4
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
26	26	readRepeat	echolalia	1734940.278109041	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
26	26	listen	echolalia	1734949.251984916	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
27	27	readRepeat	echolalia	1734952.798620958	How do you know my name?	How do you know my name?	0
27	27	listen	echolalia	1734958.549156375	How do you know my name?	How do you know my name?	0
28	28	readRepeat	echolalia	1734965.086289541	Add the numbers together one by one.	Add the numbers together one by one.	0
28	28	listen	echolalia	1734971.52374175	Add the numbers together one by one.	Add the numbers together one by one.	0
29	29	readRepeat	echolalia	1734978.323989958	He will allow a rare lie.	He will allow a rare lie.	0
29	29	listen	echolalia	1734984.296496625	He will allow a rare lie.	He will allow a rare lie.	0
30	30	readRepeat	echolalia	1734991.2864645	John's brother repainted the garage door.	John's brother repainted the garage door.	0
30	30	listen	echolalia	1735012.511541125	John's brother repainted the garage door.	John's brother repainted the garage door.	0
31	31	readRepeat	echolalia	1735045.611537166	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
31	31	listen	echolalia	1735053.574159541	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
32	32	readRepeat	echolalia	1735062.686834125	Jane helped her sister with homework.	Jane helped her sister with homework.	0
32	32	listen	echolalia	1735069.608138208	Jane helped her sister with homework.	Jane helped her sister with homework.	0
33	33	readRepeat	echolalia	1735077.349338083	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
33	33	listen	echolalia	1735083.111790708	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
34	34	readRepeat	echolalia	1735089.437185166	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
34	34	listen	echolalia	1735095.774330958	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
35	35	readRepeat	echolalia	1735104.011605541	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
35	35	listen	echolalia	1735110.57549325	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
36	36	readRepeat	echolalia	1735117.797321583	Pick a prize from the bag.	Pick a prize from the bag.	0
36	36	listen	echolalia	1735123.21978225	Pick a prize from the bag.	Pick a prize from the bag.	0
37	37	readRepeat	echolalia	1735129.599964791	They all like long hot showers.	They all like long hot showers.	0
37	37	listen	echolalia	1735135.646429875	They all like long hot showers.	They all like long hot showers.	0
38	38	readRepeat	echolalia	1735142.287134791	We are open every Monday evening.	We are open every Monday evening.	0
38	38	listen	echolalia	1735148.950096	We are open every Monday evening.	We are open every Monday evening.	0
39	39	readRepeat	echolalia	1735156.132433291	We welcome many new students each year.	We welcome many new students each year.	0
39	39	listen	echolalia	1735163.275169916	We welcome many new students each year.	We welcome many new students each year.	0
40	40	readRepeat	echolalia	1735170.924472625	She slipped on the stairs.	She slipped on the stairs.	0
40	40	listen	echolalia	1735176.821360375	She slipped on the stairs.	She slipped on the stairs.	0
41	41	readRepeat	echolalia	1735183.337511916	How much allowance do you get?	How much allowance do you get?	0
41	41	listen	echolalia	1735190.149746875	How much allowance do you get?	How much allowance do you get?	0
42	42	readRepeat	echolalia	1735197.475372583	Carl lives in a very small home.	Carl lives in a very small home.	0
42	42	listen	echolalia	1735203.487770458	Carl lives in a very small home.	Carl lives in a very small home.	0
43	43	readRepeat	echolalia	1735210.162510791	How do oysters make pearls?	How do oysters make pearls?	0
43	43	listen	echolalia	1735216.700442041	How do oysters make pearls?	How do oysters make pearls?	0
44	44	readRepeat	echolalia	1735223.800078958	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
44	44	listen	echolalia	1735233.287668458	Michael colored the bedroom wall with crayons.	Michael colored the bedroom wall with crayons.	0
45	45	readRepeat	echolalia	1735243.30014775	She is taller than I am.	She is taller than I am.	0
45	45	listen	echolalia	1735248.100345041	She is taller than I am.	She is taller than I am.	0
46	46	readRepeat	echolalia	1735253.536255333	The roses smelled very sweet.	The roses smelled very sweet.	0
46	46	listen	echolalia	1735258.88802325	The roses smelled very sweet.	The roses smelled very sweet.	0
47	47	readRepeat	echolalia	1735264.875558	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
47	47	listen	echolalia	1735272.63837875	Steve wore a bright red sweater.	Steve wore a bright red sweater.	0
48	48	readRepeat	echolalia	1735281.149850416	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
48	48	listen	echolalia	1735289.9733255	The tooth fairy forgot to come when Roger's tooth fell out.	The tooth fairy forgot to come when Roger's tooth fell out.	0
49	49	readRepeat	echolalia	1735299.651664083	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
49	49	listen	echolalia	1735307.075674625	Birthday parties have cupcakes and ice cream.	Birthday parties have cupcakes and ice cream.	0
50	50	readRepeat	echolalia	1735315.112736291	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
50	50	listen	echolalia	1735321.138134291	Bob looked for shells by the ocean.	Bob looked for shells by the ocean.	0
0	0	break	break	1735327.711099	break	break	break
26	51	readRepeat	shuffled	1735327.711099	The cat's meow always hurts my ears.	Even I get the Monday blues!	0
26	51	listen	shuffled	1735345.47572425	The cat's meow always hurts my ears.	Even I get the Monday blues!	0
27	52	readRepeat	shuffled	1735352.526066208	How do you know my name?	Carl lives in a very small home.	0
27	52	listen	shuffled	1735357.761003541	How do you know my name?	Carl lives in a very small home.	0
28	53	readRepeat	shuffled	1735367.975902	Add the numbers together one by one.	The cat's meow always hurts my ears.	0
28	53	listen	shuffled	1735374.000911708	Add the numbers together one by one.	The cat's meow always hurts my ears.	0
29	54	readRepeat	shuffled	1735380.32229925	He will allow a rare lie.	She slipped on the stairs.	0
29	54	listen	shuffled	1735386.013982333	He will allow a rare lie.	She slipped on the stairs.	0
30	55	readRepeat	shuffled	1735391.676347375	John's brother repainted the garage door.	Nancy has the best grades in the class.	0
30	55	listen	shuffled	1735399.826360541	John's brother repainted the garage door.	Nancy has the best grades in the class.	0
31	56	readRepeat	shuffled	1735406.801080625	He ate four extra eggs for breakfast.	Spring Street is straight ahead.	0
31	56	listen	shuffled	1735413.451549541	He ate four extra eggs for breakfast.	Spring Street is straight ahead.	0
32	57	readRepeat	shuffled	1735421.501286	Jane helped her sister with homework.	They own a big house in Austin, Texas.	0
32	57	listen	shuffled	1735428.313645916	Jane helped her sister with homework.	They own a big house in Austin, Texas.	0
33	58	readRepeat	shuffled	1735434.801330541	Did you eat lunch yesterday?	He ate four eggs for breakfast.	0
33	58	listen	shuffled	1735440.038888833	Did you eat lunch yesterday?	He ate four eggs for breakfast.	0
34	59	readRepeat	shuffled	1735447.138867	Do all farmers grow potatoes?	My favorite ice cream flavor is vanilla.	0
34	59	listen	shuffled	1735453.013798666	Do all farmers grow potatoes?	My favorite ice cream flavor is vanilla.	0
35	60	readRepeat	shuffled	1735461.463935166	My favorite ice cream flavor is vanilla.	Robin likes the color yellow.	0
