November 14, 2021 at 2:21:24 PM
ONSET PROD LOG FILE
S0017_B3
Trial	CumTrial	TrialPart	CurrentBlock	Time	MOCHARead	MOCHAHeard	CurrentRepetition
26	26	readRepeat	echolalia	676579.53512775	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
26	26	listen	echolalia	676589.517381166	The cat's meow always hurts my ears.	The cat's meow always hurts my ears.	0
27	27	readRepeat	echolalia	676593.343343791	How do you know my name?	How do you know my name?	0
27	27	listen	echolalia	676598.768972875	How do you know my name?	How do you know my name?	0
28	28	readRepeat	echolalia	676612.006384916	Add the numbers together one by one.	Add the numbers together one by one.	0
28	28	listen	echolalia	676617.456879208	Add the numbers together one by one.	Add the numbers together one by one.	0
29	29	readRepeat	echolalia	676623.179330958	He will allow a rare lie.	He will allow a rare lie.	0
29	29	listen	echolalia	676629.294179041	He will allow a rare lie.	He will allow a rare lie.	0
30	30	readRepeat	echolalia	676635.868878041	John's brother repainted the garage door.	John's brother repainted the garage door.	0
30	30	listen	echolalia	676643.271556333	John's brother repainted the garage door.	John's brother repainted the garage door.	0
31	31	readRepeat	echolalia	676651.23160625	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
31	31	listen	echolalia	676656.606679791	He ate four extra eggs for breakfast.	He ate four extra eggs for breakfast.	0
32	32	readRepeat	echolalia	676662.457059625	Jane helped her sister with homework.	Jane helped her sister with homework.	0
32	32	listen	echolalia	676669.394533416	Jane helped her sister with homework.	Jane helped her sister with homework.	0
33	33	readRepeat	echolalia	676676.727344541	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
33	33	listen	echolalia	676681.532131708	Did you eat lunch yesterday?	Did you eat lunch yesterday?	0
34	34	readRepeat	echolalia	676686.78210575	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
34	34	listen	echolalia	676692.269152791	Do all farmers grow potatoes?	Do all farmers grow potatoes?	0
35	35	readRepeat	echolalia	676698.619462291	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
35	35	listen	echolalia	676704.057083041	My favorite ice cream flavor is vanilla.	My favorite ice cream flavor is vanilla.	0
